name,artist,danceability,key,mode,instrumentalness,duration,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
o oh jaane jana,kamaalkhan,0.712,7,1,2.86E-05,1.799712654,0.704,-10.366,0.0512,0.206,0.49296114,0.0895,0.557,0,0
i hate luv storys,vishalshekhar,0.747,11,0,0.0405,1.736053928,0.81,-8.352,0.0541,0.0688,0.59098244,0.0592,0.937,0.24120603,0
jaane kyun,vishalshekhar,0.778,4,0,8.28E-06,1.704463738,0.812,-8.561,0.046,0.0573,0.454387185,0.243,0.791,0.251256281,0
khuda hafiz from the film yuva,sunithasarathy,0.605,2,0,0.00676,1.807165877,0.523,-10.863,0.0437,0.0501,0.545521903,0.107,0.263,0,0
fanaa from the film yuva,arrahman,0.634,10,0,0.0946,1.720346092,0.771,-9.825,0.0359,0.0192,0.617974208,0.205,0.385,0,0
saibo,sachinjigar,0.619,2,1,1.27E-05,1.278661725,0.428,-7.867,0.0281,0.736,0.40935848,0.136,0.542,0.311557789,0
ishq wala love,vishalshekhar,0.711,0,0,4.80E-05,1.613793484,0.295,-12.377,0.0334,0.533,0.613874078,0.0782,0.694,0.301507538,0
hum jee lenge,mustafazahid,0.608,5,0,0,1.696455798,0.55,-7.86,0.031,0.708,0.37268004,0.0833,0.514,0.226130653,0
voh dekhnay mein,alizafar,0.815,0,1,4.41E-06,1.680303667,0.421,-8.125,0.0352,0.491,0.636429341,0.117,0.543,0.236180905,0
bezubaan,sachinjigar,0.416,1,1,2.06E-06,1.725601224,0.573,-8.264,0.066,0.0286,0.463837486,0.11,0.163,0.24120603,0
bin tere,vishalshekhar,0.585,9,1,3.59E-06,1.921480674,0.698,-6.261,0.0392,0.42,0.635615679,0.363,0.621,0.281407035,0
aashiqui mein teri from 36 china town,sunidhichauhan,0.813,11,1,1.35E-06,1.749013429,0.637,-8.799,0.0769,0.00565,0.41345861,0.154,0.615,0,0
jab kabhi from 36 china town,kunalganjawala,0.361,11,1,2.65E-05,1.858289392,0.626,-8.153,0.139,0.268,0.410053956,0.158,0.337,0,0
24 x 7 i think of you from 36 china town,shaan,0.801,11,0,0.00058,1.824408543,0.939,-7.326,0.0841,0.087,0.490738342,0.122,0.595,0,0
love the pressure imran khan dedication,sanjoy,0.484,2,0,0.00024,1.046586796,0.874,-6.356,0.141,0.0431,0.592523399,0.198,0.573,0.055276382,0
shedding skin,karshkale,0.376,2,1,0.000369,2.353609242,0.707,-8.346,0.037,0.335,0.404267409,0.103,0.192,0,0
bahara,vishalshekhar,0.456,5,1,7.24E-06,1.903041357,0.739,-6.733,0.0402,0.0718,0.389889678,0.134,0.72,0.27638191,0
mukhtasar from teri meri kahaani,wajid,0.572,7,1,0.000813,1.930613778,0.994,-2.685,0.0563,0.0812,0.600128186,0.276,0.5,0.135678392,0
o majhi re,shaan,0.631,4,1,0.00436,2.729535998,0.477,-9.06,0.028,0.786,0.545590087,0.135,0.292,0,0
aadat  taken from the film kalyug,atifaslam,0.632,0,0,0.000585,1.93969021,0.747,-6.558,0.0379,0.174,0.468010346,0.187,0.361,0,0
subha ho gayi mamu  munnabhai mbbs  soundtrack version,shaan,0.87,11,0,0,1.532018658,0.36,-14.101,0.0655,0.122,0.47274686,0.294,0.472,0.015075377,0
nasha,prashantpillai,0.536,5,0,0.204,1.282270364,0.718,-8.537,0.0831,0.0114,0.545044615,0.102,0.157,0,0
ab laut aa,sanjoy,0.551,6,0,0,1.76696224,0.894,-4.971,0.288,0.342,0.581886696,0.157,0.58,0.030150754,0
mehfuz,palash,0.502,10,1,1.39E-06,1.919188454,0.326,-9.46,0.0279,0.761,0.636597528,0.109,0.162,0,0
sochta hun uska dil,babulsupriyo,0.732,9,1,0.000136,1.605255642,0.709,-7.73,0.0278,0.63,0.588891465,0.192,0.662,0,0
phir milenge chalte chalte from rab ne bana di jodi,salimsulaiman,0.778,0,1,6.83E-06,2.146218036,0.737,-7.073,0.195,0.178,0.568340811,0.0632,0.9,0,0
piya basanti,sultankhan,0.758,10,1,1.28E-05,1.69913011,0.333,-16.082,0.0289,0.158,0.458982786,0.0851,0.5,0.246231156,0
majhi re,neeldutt,0.703,2,1,3.22E-05,1.903041357,0.679,-9.091,0.0627,0.179,0.341051761,0.0802,0.757,0,0
ye pal,xulficalltheband,0.383,5,1,1.63E-05,1.93969021,0.531,-8.327,0.0323,0.705,0.445100526,0.401,0.706,0.025125628,0
ye pal  remix,xulficalltheband,0.696,9,0,4.34E-05,1.432305332,0.931,-5.597,0.041,0.0172,0.56821808,0.125,0.506,0.005025126,0
woh pehli baar,vishaldadlani,0.712,7,1,0,1.677593742,0.642,-13.413,0.116,0.205,0.409076652,0.0765,0.56,0.206030151,0
babaji ki booti,sachinjigar,0.746,2,0,0,1.454736832,0.376,-9.477,0.158,0.195,0.399880905,0.176,0.729,0.180904523,0
slowly slowly,sachinjigar,0.578,1,1,0.251,1.296609991,0.729,-9.814,0.0374,0.0313,0.727223139,0.124,0.729,0.190954774,0
dhunki,nehabhasin,0.729,1,0,0,1.610953269,0.769,-6.024,0.054,0.339,0.43162737,0.0522,0.869,0,0
gulabi aankhen  extended version,virendersingh,0.409,9,0,0,1.007346342,0.271,-12.374,0.0391,0.662,0.411531276,0.131,0.276,0,0
tm hi ho,arijitsingh,0.586,5,0,0,0.906181238,0.357,-8.526,0.0246,0.796,0.427422691,0.181,0.537,0,0
sun rha hai na tu male,ankittivari,0.32,10,1,1.45E-06,2.132381509,0.66,-6.391,0.0356,0.257,0.744241862,0.1,0.32,0,0
piya aaye na,tulsikumar,0.268,4,0,7.40E-05,1.741251801,0.598,-8.149,0.0489,0.615,0.341929061,0.271,0.431,0,0
aai paapi from kismat konnection,neerajshridhar,0.905,1,0,0.00122,1.60810733,0.954,-6.414,0.0564,0.128,0.499965908,0.0507,0.792,0,0
thug le,shilparao,0.751,1,1,2.16E-05,1.412784699,0.744,-6.959,0.0765,0.126,0.513829985,0.0988,0.93,0,0
breathless album  breathless 98,shankarmahadevan,0.794,1,0,0,1.223347982,0.881,-5.589,0.195,0.446,0.453914443,0.317,0.0392,0,0
majhi re,neeldutt,0.703,2,1,3.22E-05,1.903041357,0.679,-9.091,0.0627,0.179,0.341051761,0.0802,0.757,0,0
hansnuhana,fossils,0.528,4,1,2.18E-05,1.777118901,0.427,-12.304,0.0548,0.27,0.605141982,0.105,0.307,0,0
bishakto manush,fossils,0.393,5,0,2.12E-06,1.658478264,0.639,-10.671,0.0367,0.187,0.620706113,0.366,0.335,0,0
gabru,yoyohoneysingh,0.669,8,1,0.0117,1.412784699,0.983,-4.048,0.112,0.236,0.800189097,0.115,0.968,0.175879397,0
high heels dj suketu remix,jazdhami,0.753,1,1,0,1.709777506,0.828,-4.129,0.0347,0.0264,0.5908688,0.121,0.458,0.115577889,0
blue eyes,yoyohoneysingh,0.885,10,0,0.000194,1.425829027,0.516,-5.547,0.0866,0.157,0.427231776,0.035,0.541,0,0
dhat teri ki,vishalshekhar,0.81,0,0,1.79E-06,1.561773029,0.744,-6.929,0.0335,0.105,0.545658271,0.0802,0.96,0.231155779,0
gora gora rang remix,imrankhan,0.513,2,0,9.15E-06,1.492367264,0.488,-11.715,0.0513,0.00518,0.773301878,0.17,0.267,0,0
mann mera remix,gajendraverma,0.748,1,0,0,1.067894123,0.822,-4.919,0.0395,0.247,0.572627311,0.138,0.649,0.090452261,0
main rang sharbaton ka,arijitsingh,0.383,6,1,0,1.704463738,0.57,-9.26,0.04,0.764,0.409363025,0.082,0.713,0,0
mann mera from table no 21,gajendraverma,0.54,1,0,0,1.296609991,0.774,-7.873,0.0444,0.0524,0.871886833,0.142,0.384,0.231155779,0
bin tere  remix by dj kiran,vishalshekhar,0.545,6,0,0.000155,1.914593193,0.92,-6.613,0.0964,0.0276,0.622342529,0.311,0.465,0.120603015,0
tere bina from guru,arrahman,0.744,2,1,0.000155,1.83902605,0.7,-7.663,0.0376,0.278,0.654761742,0.068,0.866,0.140703518,0
deewana hai dekho from kabhi khushi kabhie gham,sandeshshandilya,0.776,7,1,1.96E-06,1.975444058,0.792,-5.619,0.18,0.167,0.468142168,0.13,0.588,0.045226131,0
chingam chabake from gori tere pyaar mein,vishalshekhar,0.762,7,0,0,1.532018658,0.908,-6.034,0.083,0.256,0.645570541,0.0538,0.925,0,0
chura liya,djaqeel,0.747,11,0,0.00514,1.736053928,0.798,-5.798,0.0413,0.0288,0.581818512,0.319,0.862,0,0
mash up,djaqeel,0.724,0,1,0.00797,1.293039216,0.728,-9.012,0.0391,0.00416,0.581754874,0.206,0.789,0,0
kangna,shideboss,0.841,8,0,3.74E-05,1.165672421,0.8,-5.494,0.0455,0.161,0.567849886,0.127,0.592,0.065326633,0
zulfa,jazdhami,0.719,10,0,0,1.275043483,0.702,-6.199,0.273,0.0519,0.426849945,0.287,0.704,0.130653266,0
kiss me baby,adnansami,0.821,4,1,0.00075,1.451554469,0.856,-7.487,0.116,0.177,0.463542022,0.0893,0.865,0,0
dooriyan from love aaj kal,mohitchauhan,0.517,7,0,0,1.946460797,0.716,-6.582,0.0509,0.611,0.55889051,0.11,0.594,0.236180905,0
party on my mind from race 2,kk,0.715,11,0,0,1.432305332,0.864,-5.013,0.0743,0.0187,0.554631284,0.719,0.568,0,0
breakup party,yoyohoneysingh,0.951,6,1,3.34E-06,1.725601224,0.777,-6.9,0.065,0.371,0.559299614,0.0486,0.95,0,0
halkat jawani,salimsulaiman,0.71,6,0,2.14E-06,1.516901023,0.812,-2.497,0.119,0.108,0.599941816,0.465,0.908,0.226130653,0
aadat se majboor from ladies vs ricky bahl,bennydayal,0.829,9,0,3.09E-05,1.69377646,0.601,-8.992,0.079,0.442,0.522912093,0.0983,0.791,0,0
jigar da tukda from ladies vs ricky bahl,salimsulaiman,0.737,4,0,0.000212,1.585130743,0.911,-5.845,0.0466,0.329,0.59094153,0.0273,0.876,0,0
toh phir aao  taken from the film awarapan,mustafazahid,0.466,9,0,1.28E-06,1.995179651,0.438,-10.627,0.0267,0.437,0.463801121,0.109,0.108,0,0
yaad ayenge yeh pal  recreated by leslie lewis,rahulvaidya,0.356,4,1,0,1.593790904,0.65,-4.861,0.0575,0.402,0.635347488,0.113,0.421,0.095477387,0
mohabbatein lutaaunga,abhijeetsawant,0.62,8,1,3.44E-06,2.016802365,0.637,-9.692,0.0437,0.101,0.381807603,0.194,0.499,0.195979899,0
lafzon mein,abhijeetsawant,0.648,3,0,0.00929,1.655726363,0.367,-14.167,0.0474,0.104,0.700058638,0.0769,0.939,0.150753769,0
gandi baat,mikasingh,0.737,1,1,2.04E-05,1.588023383,0.923,-6.14,0.32,0.204,0.858145486,0.0396,0.815,0,0
chinta ta ta chita chita from rowdy rathore,mikasingh,0.769,11,0,0.00111,1.630715959,0.907,-2.102,0.245,0.255,0.306859764,0.0554,0.773,0,0
something something from something something,mikasingh,0.743,0,1,7.58E-06,1.76696224,0.662,-6.532,0.0568,0.00993,0.450050683,0.279,0.596,0,0
something something  club mix,mikasingh,0.731,8,1,0.000104,1.564714054,0.869,-5.304,0.0437,0.00312,0.54553554,0.296,0.732,0,0
hawa hawa,sqssupastars,0.608,6,0,0,1.153834328,0.917,-5.544,0.0354,0.0172,0.568127168,0.39,0.646,0.005025126,0
luttna from cocktail,masumaanwar,0.526,0,1,1.76E-06,1.804685745,0.875,-4.289,0.0838,0.0606,0.400385467,0.344,0.305,0.115577889,0
meri jaan feat jay sean,juggyd,0.812,8,0,0,1.630715959,0.369,-8.535,0.0941,0.00249,0.445109617,0.0728,0.481,0.150753769,0
sohniye,juggyd,0.643,10,0,0.00464,1.51385778,0.769,-7.383,0.2,0.128,0.918047392,0.0551,0.749,0.206030151,0
proper patola from proper patola feat badshah,diljitdosanjh,0.789,3,0,0,0.980521381,0.685,-8.669,0.212,0.414,0.672130477,0.172,0.697,0.211055276,0
jab koi baat remix,hyacinthdsouza,0.576,7,1,0,1.593790904,0.516,-8.463,0.0255,0.557,0.477215184,0.204,0.175,0,0
shake it like shammi,vishalshekhar,0.728,10,0,0.000136,1.34908026,0.818,-5.695,0.0856,0.0992,0.422872546,0.0861,0.961,0.170854271,0
drama queen,vishalshekhar,0.705,7,1,0,1.300171432,0.913,-6.709,0.0788,0.0137,0.663421109,0.329,0.955,0.206030151,0
manchala,vishalshekhar,0.365,11,0,0,1.461079747,0.649,-5.295,0.0408,0.151,0.356365884,0.121,0.453,0.246231156,0
zehnaseeb,vishalshekhar,0.623,7,1,0.000131,1.406216049,0.595,-6.342,0.0331,0.363,0.354688558,0.353,0.418,0.281407035,0
ishq bulaava,vishalshekhar,0.579,7,1,3.33E-05,1.814580807,0.713,-7.334,0.0318,0.617,0.726909493,0.118,0.635,0.266331658,0
bas ek pal from bas ek pal,kk,0.617,7,0,0.00333,1.928335845,0.875,-4.834,0.0454,0.262,0.540871755,0.647,0.726,0,0
tere bin from bas ek pal,atifaslam,0.296,0,1,9.01E-06,1.696455798,0.796,-4.846,0.0742,0.453,0.39930816,0.0869,0.423,0,0
bas ek pal  remix,kk,0.621,7,0,0.094,1.683008442,0.958,-5.583,0.0618,0.0183,0.581550322,0.401,0.649,0,0
tere bin  remix,atifaslam,0.597,0,1,0.00239,1.406216049,0.851,-6.085,0.0295,0.00821,0.522662085,0.287,0.246,0,0
hawa mein udati jaaye,bombayvikings,0.649,9,1,1.04E-05,1.451554469,0.656,-6.052,0.155,0.00555,0.86386385,0.0358,0.957,0,0
chhod do aanchal zamana kya kahega,bombayvikings,0.784,7,0,0,1.419322254,0.766,-7.812,0.111,0.0541,0.454514462,0.291,0.819,0,0
hum to deewane huye from baadshah,abhijeet,0.64,4,1,0,2.230385361,0.498,-13.234,0.0618,0.232,0.390744251,0.0591,0.809,0,0
main koi aisa geet gaoon from yes boss,alkayagnik,0.787,7,1,0.000315,1.877300395,0.493,-11.784,0.0445,0.195,0.553172146,0.128,0.945,0,0
baatein kuch ankahee si  unplugged,pritam,0.71,9,1,0,1.616628001,0.229,-9.756,0.0311,0.761,0.558772325,0.114,0.448,0.236180905,0
baatein kuch ankahee,pritam,0.658,0,1,2.80E-06,1.69377646,0.536,-7.605,0.0277,0.156,0.554367639,0.176,0.237,0.236180905,0
saari raat,noori,0.416,1,0,0.000187,2.301256203,0.429,-15.063,0.0618,0.0465,0.592382485,0.288,0.205,0.150753769,0
raat hamari toh,kschithra,0.571,6,1,0,1.807165877,0.296,-12.4,0.0325,0.705,0.454546281,0.291,0.245,0,0
kaisi paheli zindgani,sunidhichauhan,0.75,10,1,0,1.525991198,0.402,-9.748,0.054,0.386,0.544712786,0.134,0.75,0,0
piyu bole from parineeta,sonunigam,0.667,1,1,0,1.633516795,0.341,-11.183,0.0254,0.614,0.44319592,0.162,0.6,0,0
soona mann ka aangan from parineeta,sonunigam,0.386,3,1,2.16E-06,1.6502065,0.278,-12.286,0.0343,0.779,0.510929893,0.0904,0.361,0,0
issaq tera male,sachinjigar,0.478,7,1,0,1.289459056,0.561,-8.188,0.0399,0.677,0.670166778,0.134,0.362,0,0
sang hoon tere,pritam,0.577,0,0,1.15E-06,1.644665074,0.634,-5.597,0.0286,0.18,0.368152623,0.186,0.392,0.211055276,0
jannatein kahan,pritam,0.545,0,1,2.80E-05,1.464240372,0.77,-6.102,0.0655,0.308,0.727182228,0.167,0.696,0.221105528,0
rab ka shukrana,pritam,0.602,10,0,0,1.797219663,0.559,-6.203,0.0426,0.615,0.554640375,0.131,0.44,0.226130653,0
tera deedar hua,pritam,0.58,2,1,0,1.984248131,0.846,-3.464,0.0523,0.592,0.408885737,0.113,0.774,0.226130653,0
kabira,arijitsingh,0.594,2,1,0,1.669432853,0.615,-7.782,0.122,0.458,0.781293041,0.204,0.895,0,0
uska he banana,arijitsingh,0.563,0,0,0,1.912290129,0.696,-4.171,0.0264,0.298,0.463342015,0.28,0.329,0,0
main dhoondne ko,arijitsingh,0.552,2,0,0,1.6363121,0.471,-6.338,0.0324,0.594,0.363266104,0.123,0.258,0,0
kabhi jo badal barse,arijitsingh,0.457,0,0,0,1.596665838,0.457,-6.871,0.0292,0.28,0.6811444,0.132,0.239,0,0
har kisi ko,arijitsingh,0.555,3,1,0,1.946460797,0.706,-7.117,0.0328,0.459,0.432141023,0.264,0.295,0,0
ya ali,pritam,0.631,4,0,0,1.77204954,0.906,-5.43,0.0496,0.199,0.5591587,0.517,0.778,0,0
ada from garam masala,sonunigam,0.674,0,0,0,1.746430887,0.866,-7.932,0.0755,0.0726,0.454500825,0.0412,0.896,0,0
sharara sharara,ashabhosle,0.683,6,0,0.00145,1.789714715,0.878,-8.79,0.399,0.415,0.431750101,0.132,0.599,0,0
loot gaye,saswati,0.724,1,1,0.0551,1.879659381,0.892,-6.781,0.0652,0.165,0.454573555,0.0596,0.574,0.010050251,0
baby doll,majid,0.828,4,0,5.57E-06,1.386320285,0.844,-2.954,0.115,0.265,0.472751406,0.196,0.505,0,0
maaeri,palash,0.465,1,1,0,1.817044014,0.667,-4.61,0.322,0.21,0.886714577,0.0756,0.572,0,0
moula mere moula,roopkumarrathod,0.463,0,1,0.00564,2.038112952,0.562,-13.208,0.0395,0.46,0.545176437,0.0803,0.413,0,0
tu hi re  bombay  soundtrack version,hariharan,0.445,3,1,0,2.276194825,0.188,-13.885,0.0336,0.158,0.453278059,0.0958,0.357,0.261306533,0
locha e ulfat,jahangeer,0.706,0,1,0,1.75159133,0.742,-5.807,0.0462,0.0407,0.486147287,0.493,0.938,0,0
sunny sunny yaariyan,majid,0.797,11,0,0.0133,0.743343936,0.871,-7.483,0.114,0.00262,0.590741524,0.254,0.487,0,0
offo2 state,majid,0.802,3,1,1.19E-06,1.389656258,0.622,-6.742,0.0441,0.0147,0.591082444,0.0643,0.747,0,0
tera muskurana,shaan,0.671,7,1,0,1.495457684,0.663,-11.441,0.0717,0.0929,0.635811139,0.0601,0.796,0,0
allah ke bande  live,kailashkher,0.774,7,1,0,1.69377646,0.434,-6.956,0.0325,0.5,0.445814185,0.0831,0.92,0.015075377,0
tera mujhse  from aa gale lag jaa,kishorekumar,0.336,7,1,1.22E-05,1.955439856,0.697,-4.719,0.0425,0.757,0.362943366,0.0846,0.501,0.125628141,0
daav laga,ramsampath,0.803,11,1,0.00563,1.189039988,0.909,-3.822,0.0577,0.0503,0.440964031,0.255,0.909,0.135678392,0
purani jeans,alihaider,0.769,0,1,0.000105,1.812113392,0.713,-7.711,0.0313,0.236,0.417926934,0.167,0.895,0.070351759,0
garaj baras  dance all night,aliazmat,0.521,0,1,0.00775,1.764411821,0.89,-8.589,0.0729,0.0189,0.527689517,0.574,0.786,0,0
anjane,strings,0.52,3,1,0.00321,1.754164606,0.747,-8.358,0.0368,0.00452,0.467914888,0.0924,0.44,0,0
jaag,jararmalik,0.583,8,0,0.00444,1.585130743,0.773,-11.473,0.0545,0.0224,0.591086989,0.0995,0.792,0,0
channa vey,kunalganjawala,0.707,8,1,1.26E-05,1.661224841,0.9,-5.293,0.0446,0.00112,0.522798453,0.0729,0.699,0,0
laal ishq,arijitsingh,0.544,3,1,0,2.122419269,0.66,-6.267,0.0259,0.0354,0.481669871,0.265,0.516,0,0
soch hardy sandhu,harrdysandhu,0.637,4,1,0,1.982052049,0.645,-3.951,0.053,0.756,0.636579346,0.166,0.472,0,0
aaj mausam bada beimann hai today the weather plays tricks on me,mohammedrafi,0.342,0,1,0.00158,1.31784047,0.573,-7.44,0.0341,0.823,0.640384012,0.0959,0.516,0.100502513,0
dhokha dhadi,arijitsingh,0.59,2,1,0,1.570577702,0.687,-6.599,0.0445,0.487,0.418076939,0.187,0.867,0,0
phir le aya dil from barfi  reprise,arijitsingh,0.231,7,1,3.50E-06,1.821957867,0.545,-8.92,0.0358,0.838,0.353315787,0.0961,0.325,0,0
whistle baja ke  from heropanti,manj,0.751,0,0,0,1.271415584,0.835,-9.253,0.0468,0.198,0.491011078,0.17,0.691,0,0
zinda,shankarehsaanloy,0.603,4,0,3.36E-06,1.372894938,0.708,-7.047,0.0379,0.000173,0.477497011,0.158,0.611,0.281407035,0
khalifa from lekar hum deewana dil,arrahman,0.694,7,1,2.16E-05,1.814580807,0.886,-5.133,0.0525,0.0212,0.545544631,0.108,0.623,0.075376884,0
hungama ho gaya  from queen,ashabhosle,0.624,8,0,0.202,1.677593742,0.847,-7.246,0.0455,0.103,0.627560877,0.284,0.507,0,0
saturday saturday,sharibtoshi,0.847,8,1,0,1.369518022,0.938,-4.615,0.0974,0.149,0.591018805,0.107,0.786,0.206030151,0
shaayraana,pritam,0.608,2,1,1.46E-05,1.630715959,0.665,-4.244,0.0482,0.606,0.426918129,0.0832,0.704,0.095477387,0
boro boro,robertuhlman,0.689,10,0,0.000409,1.23085498,0.868,-7.156,0.0415,0.345,0.431772829,0.204,0.869,0,0
udaari,swaroopkhan,0.741,9,1,0,1.125798245,0.913,-5.044,0.043,0.221,0.522889365,0.183,0.874,0.005025126,0
chunari chunari,abhijeetandanuradhashriram,0.728,6,1,0.000105,1.570577702,0.778,-6.492,0.128,0.0211,0.545258258,0.0675,0.641,0.170854271,0
habibi,rahatfatehalikhan,0.741,10,0,0,1.764411821,0.782,-4.795,0.0709,0.13,0.431931925,0.147,0.717,0.201005025,0
zaroori tha,rahatfatehalikhan,0.523,8,0,0,1.964364279,0.674,-4.832,0.0328,0.771,0.518461951,0.139,0.239,0.251256281,0
punjabi wedding song,vishalshekhar,0.845,6,0,0,1.495457684,0.845,-7.083,0.116,0.157,0.486220016,0.034,0.769,0.24120603,0
do dhaari talwaar from mere brother ki dulhan,shwetapandit,0.698,0,0,7.80E-06,1.802201343,0.884,-7.581,0.0445,0.498,0.613792257,0.34,0.832,0,0
chikni chameli from agneepath,ajayatul,0.693,1,0,0,1.807165877,0.956,-5.012,0.071,0.289,0.409126654,0.294,0.665,0,0
dhadhang dhang from rowdy rathore,sajidwajid,0.468,7,1,4.98E-05,1.69377646,0.921,-2.877,0.278,0.129,0.838740324,0.0815,0.609,0.105527638,0
neele ambar par,kishorekumar,0.558,0,1,0,1.858289392,0.646,-8.725,0.0423,0.689,0.426595392,0.328,0.687,0,0
d se dance,sachinjigar,0.758,0,1,0.000313,1.331812944,0.921,-4.29,0.0628,0.0154,0.604269227,0.0853,0.916,0.185929648,0
samjhawan,jawadahmad,0.65,4,1,0,1.666702114,0.482,-8.667,0.0281,0.293,0.486351839,0.0811,0.517,0.296482412,0
behka,sqssupastars,0.651,9,1,0,1.382976209,0.82,-5.56,0.0371,0.00597,0.636211152,0.0572,0.425,0.005025126,0
teri aankhon se,sqssupastars,0.634,4,1,0,1.510807892,0.867,-4.114,0.0252,0.0343,0.590850618,0.116,0.834,0.030150754,0
ucha lamba kad from welcome,anandrajanand,0.716,10,1,1.17E-06,1.712426991,0.832,-6.131,0.062,0.0189,0.409022105,0.305,0.742,0,0
ek ladki ko dekha to aisa laga,sanam,0.466,0,1,0,1.399615981,0.309,-9.207,0.0386,0.859,0.484683604,0.212,0.18,0,0
main hoon,sanam,0.615,2,0,2.63E-05,1.416057344,0.519,-5.995,0.0358,0.0917,0.581286677,0.107,0.306,0.201005025,0
lag ja gale,sanam,0.393,8,1,1.09E-05,1.532018658,0.32,-8.648,0.0301,0.857,0.613787711,0.0917,0.456,0,0
hawa hawa acoustic,sqssupastars,0.659,6,0,0,1.101289914,0.325,-8.459,0.032,0.809,0.567490784,0.104,0.486,0.005025126,0
jaane jaan dhoondata  from jawani diwani,kishorekumar,0.392,10,1,0,2.010348771,0.595,-6.224,0.0395,0.409,0.573472792,0.129,0.601,0.155778894,0
haan de munde,tashatah,0.7,3,0,0,1.489269975,0.894,-1.449,0.0471,0.12,0.636515707,0.346,0.754,0.180904523,0
bang bang,vishalshekhar,0.703,4,0,7.02E-05,1.879659381,0.678,-8.644,0.0417,0.0478,0.545703727,0.496,0.694,0.291457286,0
aaj mera jee kardaa today my heart desires,mychaeldanna,0.59,9,1,1.16E-05,1.848689715,0.7,-7.891,0.0427,0.0808,0.675535131,0.418,0.526,0.115577889,0
main tenu,rahatfatehalikhan,0.617,3,1,1.16E-06,1.743843683,0.496,-3.564,0.0255,0.358,0.463914761,0.117,0.396,0.135678392,0
let the music play,shamur,0.926,4,0,0,1.425829027,0.529,-6.115,0.0994,0.0136,0.518157396,0.0548,0.815,0.185929648,0
pari pari from hungama,babulsupriyo,0.651,8,1,3.40E-06,1.756733275,0.598,-10.352,0.0379,0.157,0.718409222,0.0671,0.685,0,0
jee karda from badlapur,divyakumar,0.547,11,0,0,1.532018658,0.705,-7.873,0.0356,0.157,0.63642025,0.109,0.384,0.045226131,0
jeena jeena from badlapur,atifaslam,0.677,5,1,0,1.47054013,0.318,-9.196,0.028,0.775,0.477210639,0.118,0.585,0.025125628,0
judaai from badlapur,rekhabhardwaj,0.343,7,0,1.20E-05,1.674878646,0.373,-9.363,0.0607,0.745,0.422545263,0.14,0.252,0.155778894,0
chal pyar karegi from jab pyaar kisise hota hai,sonunigam,0.623,5,1,0,2.092127093,0.739,-9.6,0.0581,0.709,0.454614465,0.66,0.882,0,0
jadoo hai tera from ghulam,kumarsanu,0.497,9,1,0.000611,2.343281315,0.662,-6.49,0.0477,0.203,0.484451778,0.235,0.507,0,0
ghani bawri from tanu weds manu returns,jyotinoora,0.854,5,0,0.000311,1.599534922,0.788,-4.473,0.0909,0.452,0.468051256,0.217,0.955,0.180904523,0
banno from tannu weds manu returns,brijeshshandilya,0.758,7,1,1.92E-05,1.285869457,0.877,-5.047,0.0806,0.138,0.490974713,0.085,0.707,0.201005025,0
phir milenge chalte chalte,sonunigam,0.77,0,1,1.18E-05,2.142277786,0.556,-13.065,0.212,0.171,0.56844536,0.0558,0.922,0,0
hamari adhuri kahani title track,jeetgannguli,0.223,0,1,0,2.161876167,0.359,-7.569,0.0312,0.845,0.33209693,0.133,0.193,0.301507538,0
hasi  female version,amimishra,0.52,4,0,0.000466,1.260473381,0.485,-6.438,0.0269,0.927,0.654116267,0.159,0.407,0.291457286,0
is this love from kismat konnection,mohitchauhan,0.591,7,1,1.87E-06,1.905359052,0.816,-5.86,0.0361,0.536,0.545453719,0.495,0.714,0,0
rang jo lagyo from ramaiya vastavaiya,atifaslam,0.481,2,1,0,1.784689607,0.668,-6.328,0.0512,0.104,0.717591014,0.34,0.38,0,0
jeene laga hoon from ramaiya vastavaiya,atifaslam,0.562,7,0,0.000204,1.483054659,0.735,-7.924,0.0445,0.144,0.409363025,0.177,0.537,0,0
be intehaan from race 2,atifaslam,0.559,7,1,0,1.761856865,0.696,-5.583,0.0472,0.536,0.585723182,0.325,0.391,0,0
hona tha pyar from bol,atifaslam,0.689,4,1,0.0339,1.419322254,0.546,-8.682,0.0309,0.559,0.467987618,0.261,0.794,0,0
thoda thoda from jayantabhai ki luv story,shreyaghoshal,0.574,11,1,0,1.669432853,0.588,-6.774,0.0318,0.405,0.577304732,0.163,0.785,0,0
sapna jahan from brothers,ajayatul,0.471,0,0,0.0021,1.964364279,0.329,-11.958,0.0312,0.78,0.573231876,0.117,0.144,0.266331658,0
sandese aate hai from border,roopkumarrathod,0.47,9,1,0,2.774718758,0.832,-9.164,0.0577,0.68,0.404949248,0.399,0.721,0,0
desi thumka feat osama com laude,noumankhalid,0.751,8,1,0,1.457911912,0.579,-11.353,0.0575,0.112,0.568377176,0.174,0.578,0.150753769,0
laila from shootout at wadala,anandrajanand,0.766,7,1,5.62E-06,1.406216049,0.897,-5.021,0.178,0.0902,0.591305178,0.0727,0.675,0,0
